RestaurantID,RestaurantName,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
1361,Clarke Cannon and Martin,Adaptive neutral conglomeration,https://placekitten.com/927/440,Closed,5.44,33.63,Camposville,5.0
1362,Thomas Brown and Clark,Progressive radical focus group,https://dummyimage.com/254x312,Open,9.58,51.53,New Elizabethville,3.0
1363,Jones Cox and Lloyd,Down-sized 6thgeneration encryption,https://dummyimage.com/281x452,Closed,8.37,34.06,South Maria,3.0
1364,Walker Ltd 3,Public-key national portal,https://dummyimage.com/218x802,Resting,8.17,24.33,Anthonyport,3.3
1365,Blackwell-Wang,Visionary methodical success,https://dummyimage.com/597x467,Resting,6.65,58.62,East Alexander,3.2
1366,Merritt Franklin and Graves,Ameliorated 5thgeneration utilization,https://placekitten.com/1010/602,Resting,7.21,33.69,Hansonfort,4.2
1367,Chavez-Foster,Cloned non-volatile intranet,https://picsum.photos/572/947,Open,8.94,25.85,East Michael,4.3
1368,Wilson Miller and Rodgers,Profound web-enabled intranet,https://picsum.photos/900/172,Resting,8.22,21.48,New Krystal,3.0
1369,Brennan Chambers and Sanchez,Intuitive zero administration conglomeration,https://placekitten.com/284/599,Resting,9.13,56.97,Davidburgh,4.9
1370,Holt-Wang,Compatible user-facing matrix,https://dummyimage.com/219x7,Open,7.5,43.36,Port Coreyside,4.9
1371,Schroeder PLC,Multi-lateral multi-tasking implementation,https://dummyimage.com/12x743,Open,9.37,24.55,Port Susan,4.7
1372,Brown LLC 2,Monitored demand-driven pricing structure,https://picsum.photos/734/510,Resting,5.55,39.38,Jonesmouth,4.7
1373,Williams-Davis,Cross-platform object-oriented neural-net,https://placekitten.com/98/252,Closed,7.66,55.38,Christianland,3.0
1374,Nunez Whitehead and Williams,Triple-buffered client-server adapter,https://dummyimage.com/788x102,Resting,2.25,47.69,Murphyside,3.5
1375,Jacobs Group,Open-architected client-driven installation,https://placekitten.com/699/623,Closed,7.36,29.47,Lake Nathan,4.0
1376,Kirk Mcgee and Francis,Centralized content-based circuit,https://placekitten.com/781/325,Open,7.21,45.96,Roweton,4.1
1377,Lloyd Group,Persevering bandwidth-monitored artificial intelligence,https://dummyimage.com/756x708,Closed,2.44,45.4,Alyssabury,3.1
1378,Sosa-Jackson,Virtual next generation utilization,https://picsum.photos/903/416,Resting,9.04,19.2,North Jennamouth,3.1
1379,Young-Cruz,Object-based 3rdgeneration hub,https://placekitten.com/202/687,Open,9.09,15.37,Port Shannonland,4.0
1380,Charles Sandoval and Johnson,Business-focused non-volatile artificial intelligence,https://dummyimage.com/681x1004,Resting,2.47,58.14,Edwardsside,3.4
1381,Garrett Clark and Arias,Polarized user-facing process improvement,https://dummyimage.com/770x788,Resting,3.57,22.29,Kentland,4.9
1382,Mcgrath LLC,Re-contextualized zero tolerance circuit,https://picsum.photos/986/783,Open,5.55,53.98,Erichaven,3.2
1383,Jones-Webb,Adaptive interactive migration,https://picsum.photos/854/560,Resting,3.48,30.12,North Oscar,3.5
1384,Mullins and Sons,Sharable optimizing product,https://dummyimage.com/33x671,Closed,5.81,17.76,South Joshua,3.6
1385,Lutz-Bradshaw,Expanded dynamic leverage,https://dummyimage.com/99x797,Closed,2.48,52.53,Amyshire,4.6
1386,Baker Goodwin and Malone,Cross-group scalable framework,https://picsum.photos/713/103,Closed,9.62,41.99,Port Benjaminmouth,3.7
1387,Smith and Sons 5,Synergized reciprocal definition,https://placekitten.com/707/19,Open,4.94,18.2,Kyleport,3.5
1388,Martinez-Gardner,Horizontal eco-centric secured line,https://picsum.photos/160/716,Closed,4.25,31.99,Lake Christinastad,4.8
1389,Simmons Group,Diverse 24/7 knowledgebase,https://picsum.photos/981/509,Open,8.08,39.6,Lisafurt,3.9
1390,Wood Group 2,Programmable multi-tasking interface,https://placekitten.com/317/751,Closed,5.6,46.28,Laurenburgh,3.4
1391,Li-Hamilton,Front-line regional application,https://dummyimage.com/621x302,Closed,6.21,31.37,East Jacob,4.5
1392,Riley-Lester,Multi-channeled background success,https://placekitten.com/696/926,Resting,6.46,40.33,Heatherside,4.8
1393,Lee Clark and Atkinson,Polarized secondary implementation,https://picsum.photos/209/944,Resting,4.1,58.85,Meyerside,5.0
1394,Nichols-Taylor,Centralized explicit secured line,https://picsum.photos/1018/90,Closed,6.19,16.42,Joshuaville,3.6
1395,Bauer Shannon and Barnes,Cloned responsive database,https://picsum.photos/391/12,Closed,5.09,56.62,Lake Matthewmouth,3.2
1396,Ortiz-Oneill,Extended contextually-based capability,https://placekitten.com/661/765,Open,9.04,27.73,Davidhaven,3.4
1397,White Gonzalez and Fernandez,Diverse eco-centric ability,https://dummyimage.com/101x562,Resting,6.82,34.52,Lake Eric,3.7
1398,Alexander Ltd,Persistent 24hour encryption,https://picsum.photos/532/913,Resting,2.41,34.27,Berrymouth,4.8
1399,Brewer Walsh and Haynes,Ameliorated bi-directional definition,https://picsum.photos/422/754,Resting,7.9,51.56,Walkermouth,3.9
1400,Morales and Sons,Realigned secondary initiative,https://picsum.photos/969/608,Resting,8.16,38.64,Margaretside,4.2
1401,Turner-Salazar,Streamlined grid-enabled framework,https://placekitten.com/374/92,Closed,6.46,44.28,Kennethbury,3.9
1402,Baldwin Snyder and Cameron,Ameliorated user-facing concept,https://dummyimage.com/599x184,Closed,9.2,55.21,Hollyberg,4.6
1403,Robinson Ltd,Open-source logistical workforce,https://dummyimage.com/155x361,Open,2.81,15.26,Smithberg,4.9
1404,Lee Holt and Sampson,Multi-lateral intangible policy,https://dummyimage.com/525x978,Resting,4.76,47.45,North Elizabeth,4.1
1405,Newman PLC,Stand-alone 6thgeneration parallelism,https://placekitten.com/601/256,Resting,5.82,39.23,Richardsonview,4.7
1406,Rodriguez Schaefer and Peterson,Front-line radical customer loyalty,https://picsum.photos/719/961,Resting,7.96,44.24,North Emilymouth,3.8
1407,Rice Turner and Hobbs,Business-focused bottom-line archive,https://dummyimage.com/185x319,Closed,8.4,58.33,New Caitlinmouth,4.8
1408,Gates and Sons,Virtual motivating customer loyalty,https://picsum.photos/838/403,Closed,4.25,34.73,Chrisview,3.8
1409,Oconnor-Perez,Universal contextually-based challenge,https://placekitten.com/516/895,Open,2.29,30.44,Port Marybury,3.7
1410,Dominguez and Sons,Compatible solution-oriented open system,https://placekitten.com/343/812,Resting,5.76,54.95,Port Haleyville,4.4
1411,Whitaker Delgado and Anderson,Synergistic modular architecture,https://picsum.photos/651/13,Open,9.47,49.55,South Douglas,4.5
1412,Barnes Inc 2,Down-sized coherent challenge,https://placekitten.com/382/273,Closed,9.29,55.19,Port Sharon,5.0
1413,Oliver Garcia and Rios,Face-to-face national leverage,https://placekitten.com/644/212,Open,2.64,20.59,Mccormicktown,4.7
1414,Browning Frederick and Murphy,Switchable object-oriented knowledge user,https://picsum.photos/772/715,Closed,9.01,17.74,East Anthonyshire,4.8
1415,Sawyer LLC,Extended heuristic contingency,https://dummyimage.com/263x140,Open,9.7,34.02,Frazierview,3.5
1416,Blankenship Little and Vasquez,Cross-platform eco-centric concept,https://dummyimage.com/130x962,Open,3.42,21.86,Wilsonchester,3.3
1417,Combs and Sons,Mandatory grid-enabled capacity,https://placekitten.com/138/481,Closed,5.58,40.2,Suttonville,4.1
1418,Russell-Lowery,Diverse responsive info-mediaries,https://picsum.photos/919/228,Closed,6.56,50.36,Guzmanmouth,5.0
1419,Fowler Willis and Miller,Universal bifurcated project,https://placekitten.com/523/535,Resting,7.64,16.75,Smithburgh,3.5
1420,Crawford Ltd,Advanced systemic neural-net,https://placekitten.com/535/613,Open,5.63,55.66,Whiteland,4.9
1421,Strong LLC,Compatible local matrix,https://dummyimage.com/375x672,Closed,5.15,18.43,Schwartzside,3.6
1422,Ingram Osborn and Hardy,Automated 4thgeneration hub,https://placekitten.com/585/228,Resting,9.0,44.37,Whiteburgh,4.9
1423,Wilson Lawson and Norton,Function-based clear-thinking Local Area Network,https://picsum.photos/573/504,Resting,2.43,53.49,Wilsonstad,4.3
1424,Delgado-Escobar,Front-line executive circuit,https://picsum.photos/456/592,Open,6.1,32.16,West Michelle,4.1
1425,Cole-Jackson,Vision-oriented responsive knowledgebase,https://picsum.photos/764/166,Resting,5.95,24.1,Hoffmanmouth,3.2
1426,Cain Stevens and Sandoval,Right-sized hybrid database,https://dummyimage.com/504x1004,Open,3.08,28.3,South Brenda,4.7
1427,Torres Hopkins and Rose,Devolved homogeneous open architecture,https://placekitten.com/706/453,Resting,7.76,54.72,Fordview,4.0
1428,Phillips and Sons,Operative dynamic model,https://dummyimage.com/36x180,Resting,6.48,25.17,Lake Danaport,3.1
1429,Robertson-Hernandez,Focused user-facing time-frame,https://dummyimage.com/688x65,Open,9.72,55.09,Gallagherfurt,3.4
1430,Giles LLC,Monitored modular matrix,https://placekitten.com/500/840,Closed,8.03,32.56,West Johnmouth,3.2
1431,Ramirez-Hart,Reverse-engineered coherent data-warehouse,https://placekitten.com/286/209,Closed,9.83,35.58,Michaelstad,4.1
1432,Lee-Hoover,Triple-buffered uniform support,https://picsum.photos/14/474,Open,7.74,18.59,Lake Jennifer,4.6
1433,Watts Dougherty and Goodwin,Enhanced radical process improvement,https://dummyimage.com/234x627,Closed,8.5,18.39,Davidtown,4.9
1434,Turner LLC,Re-engineered needs-based frame,https://dummyimage.com/960x562,Resting,4.32,32.02,Jamesstad,4.0
1435,Everett Hill and Franklin,Streamlined next generation instruction set,https://dummyimage.com/144x1018,Closed,4.0,31.57,Lake Emilyside,3.5
1436,Dougherty Bean and Thompson,Organic optimizing Graphic Interface,https://dummyimage.com/664x101,Closed,9.81,33.9,North Trevorstad,4.0
1437,Brown Stewart and Daniel,Innovative responsive service-desk,https://picsum.photos/890/92,Closed,6.09,17.5,Webershire,3.4
1438,Johnson and Sons 2,Seamless next generation infrastructure,https://placekitten.com/138/15,Open,2.11,50.96,Evansville,4.2
1439,Brown Ray and Rasmussen,Organic tertiary capability,https://placekitten.com/572/89,Closed,5.96,31.91,Port Mirandastad,3.9
1440,Taylor-Griffin,Pre-emptive mobile task-force,https://picsum.photos/922/785,Resting,8.63,36.64,Rojastown,3.1
1441,Baldwin-Meyer,Down-sized directional solution,https://placekitten.com/379/402,Closed,9.18,18.07,Martinview,3.5
1442,Flores-Rojas,Grass-roots dynamic system engine,https://placekitten.com/936/490,Closed,8.32,30.41,Johnsonchester,4.2
1443,Caldwell Cobb and Campbell,Switchable object-oriented leverage,https://picsum.photos/908/777,Open,8.09,58.41,New Denisetown,3.8
1444,Ford-Hogan,Horizontal needs-based infrastructure,https://dummyimage.com/867x266,Closed,6.55,53.2,East Gregorychester,3.6
1445,Young Dennis and Garcia,Enhanced tangible flexibility,https://picsum.photos/606/1018,Closed,3.61,37.19,East Ralph,3.8
1446,Pineda Group,Right-sized uniform open system,https://picsum.photos/83/487,Resting,6.6,35.92,East Marilynbury,3.3
1447,Hill-Brown,Enterprise-wide eco-centric conglomeration,https://picsum.photos/226/891,Closed,3.31,20.74,Lindachester,4.0
1448,Sellers Richardson and Matthews,Synergistic context-sensitive intranet,https://picsum.photos/986/677,Closed,6.86,36.83,North Garychester,3.6
1449,Rodriguez-Mckenzie,Phased content-based frame,https://dummyimage.com/228x657,Open,2.95,50.36,North Georgestad,4.0
1450,Clark Group 3,Expanded transitional service-desk,https://placekitten.com/988/296,Closed,7.23,38.11,North William,3.3
1451,Long Inc,Organized optimizing complexity,https://dummyimage.com/36x429,Closed,3.84,27.26,East Nancyport,4.7
1452,Lopez and Sons 2,Cross-platform composite moderator,https://dummyimage.com/520x535,Open,2.72,56.87,Roberthaven,3.2
1453,Riley-Pacheco,Team-oriented dynamic help-desk,https://picsum.photos/787/9,Closed,7.61,47.81,South Steven,4.7
1454,Henson-Adams,Focused demand-driven access,https://dummyimage.com/6x90,Open,8.73,16.14,West Andres,4.1
1455,Rodriguez Barnes and Roberts,Organic system-worthy neural-net,https://placekitten.com/384/23,Resting,5.18,17.46,Crystalview,4.4
1456,Franco-Cooper,Focused mission-critical task-force,https://placekitten.com/608/196,Closed,4.86,34.94,Walterborough,3.9
1457,Stanton Schmitt and Nolan,Automated client-driven budgetary management,https://placekitten.com/767/236,Open,5.48,27.55,East Christine,4.9
1458,Gray Ballard and Perry,Fundamental user-facing Graphic Interface,https://picsum.photos/842/264,Closed,8.98,45.28,New Jessicamouth,4.6
1459,Hall-Adams,Triple-buffered attitude-oriented capacity,https://placekitten.com/664/714,Resting,7.52,21.11,Rebeccaberg,3.4
1460,Cherry Bradley and Gray,Networked responsive structure,https://picsum.photos/816/439,Resting,6.13,33.14,East Biancaborough,3.1
1461,Hardy Smith and Miller,Assimilated 24/7 synergy,https://placekitten.com/147/529,Closed,3.88,46.26,North Thomastown,4.9
1462,Booth LLC 2,Vision-oriented discrete definition,https://picsum.photos/771/593,Open,8.9,16.65,Emilybury,3.6
1463,Sanders Ltd,User-friendly scalable intranet,https://placekitten.com/576/858,Open,9.76,56.28,New Desireestad,4.7
1464,Glover Ltd,Cross-group systematic interface,https://placekitten.com/677/872,Resting,3.49,52.14,Jameschester,4.6
1465,Griffin-Castro,Face-to-face didactic capacity,https://placekitten.com/803/247,Resting,4.81,48.47,Robertsview,4.9
1466,Cobb-Williams,Innovative fresh-thinking standardization,https://placekitten.com/358/235,Closed,4.42,36.8,Williamsbury,3.5
1467,Lucas-Clayton,Cross-platform impactful approach,https://placekitten.com/870/725,Resting,5.08,37.31,Port Lori,3.3
1468,Dixon-Jackson,Intuitive neutral productivity,https://placekitten.com/1/916,Open,2.96,53.44,North Aliciaborough,4.4
1469,Orr Wilcox and Fisher,Team-oriented executive success,https://placekitten.com/1009/14,Resting,4.59,37.44,Blackfort,3.7
1470,Bennett Wright and Fry,Grass-roots uniform encoding,https://placekitten.com/481/851,Closed,5.54,59.99,Lake Victoria,3.9
1471,Mckenzie Rodriguez and Young,Programmable 5thgeneration artificial intelligence,https://dummyimage.com/737x635,Closed,3.77,41.23,Snyderburgh,4.2
1472,Crawford Inc,Streamlined zero tolerance capability,https://dummyimage.com/187x95,Closed,5.95,48.28,North Jared,4.0
1473,Castillo Cunningham and Andersen,Automated static circuit,https://picsum.photos/695/962,Closed,6.79,18.58,Lake Lindsayton,3.0
1474,Smith Huerta and Hanson,Sharable hybrid orchestration,https://placekitten.com/299/554,Open,9.15,26.26,West Karenton,4.7
1475,Gutierrez Dennis and Watson,User-friendly contextually-based approach,https://picsum.photos/918/25,Open,3.6,18.05,Lake Michaelburgh,3.6
1476,Sanchez Griffin and Ingram,Profit-focused modular contingency,https://picsum.photos/893/107,Open,4.15,22.91,Melissabury,4.7
1477,Davis and Sons 3,Assimilated asymmetric concept,https://dummyimage.com/989x714,Resting,6.85,59.82,West Brandon,3.4
1478,Allen-Hall,Synergized 5thgeneration Internet solution,https://placekitten.com/687/438,Resting,3.52,54.11,New Joshua,4.0
1479,Miller-Cooke,Horizontal regional adapter,https://picsum.photos/696/732,Closed,5.82,18.87,New Lindaview,3.8
1480,Mendez and Sons,Secured holistic strategy,https://picsum.photos/251/319,Open,6.4,53.01,East Marialand,3.3
1481,Giles PLC,Multi-layered homogeneous orchestration,https://dummyimage.com/989x318,Open,6.31,45.72,Smithmouth,4.9
1482,Wells Chapman and Reyes,Future-proofed zero-defect attitude,https://placekitten.com/851/210,Resting,3.69,43.29,West Maryville,3.8
1483,Martin LLC,Cross-group methodical matrices,https://placekitten.com/17/97,Resting,7.99,25.87,Smithland,3.9
1484,Lloyd Harper and Cruz,Fully-configurable 5thgeneration synergy,https://picsum.photos/913/231,Resting,4.08,44.22,Charlesshire,3.7
1485,Poole Vasquez and Johnson,Profit-focused systematic framework,https://placekitten.com/12/813,Resting,7.7,57.33,Port Brianton,3.3
1486,Ross PLC 2,Sharable client-driven pricing structure,https://dummyimage.com/666x625,Open,6.56,44.07,Jennifertown,4.4
1487,Mills Inc,Diverse bottom-line database,https://dummyimage.com/1021x581,Resting,8.96,48.34,Gomezborough,4.4
1488,Nguyen Brady and Phillips,Integrated 5thgeneration focus group,https://placekitten.com/907/634,Resting,3.33,51.14,Sharpfort,3.4
1489,Vance-Dunn,Profit-focused disintermediate system engine,https://picsum.photos/51/265,Resting,8.04,29.18,Richardport,4.6
1490,George-Strickland,Team-oriented client-driven array,https://dummyimage.com/434x889,Closed,4.75,33.19,Brandonhaven,4.1
1491,James Group,Quality-focused upward-trending website,https://placekitten.com/203/210,Open,7.1,59.81,Burnettberg,3.3
1492,Hawkins LLC,Robust disintermediate leverage,https://placekitten.com/308/933,Resting,5.79,30.49,Garciaville,5.0
1493,Lopez-Johnson 2,Face-to-face actuating adapter,https://picsum.photos/881/643,Resting,7.11,35.46,New Micheleland,3.8
1494,Li-Gonzalez,Centralized needs-based model,https://dummyimage.com/845x396,Resting,3.57,16.93,Matthewbury,4.9
1495,Robinson Martinez and Clark,Quality-focused tertiary installation,https://placekitten.com/94/674,Closed,9.53,28.24,South Bruceburgh,4.9
1496,Christensen-Mathis,Networked uniform flexibility,https://picsum.photos/149/824,Open,5.38,58.05,Joshualand,3.2
1497,Houston Group,Visionary systemic secured line,https://placekitten.com/190/119,Open,3.02,44.12,Kimberlyton,4.3
1498,Hudson Green and Grimes,Exclusive cohesive extranet,https://placekitten.com/107/905,Closed,2.49,39.99,Dawnburgh,4.1
1499,Buchanan and Sons,Advanced systemic hardware,https://picsum.photos/612/41,Open,6.29,26.54,Dianaport,4.6
1500,Lambert-Roberts,Fully-configurable multimedia firmware,https://picsum.photos/587/873,Open,7.48,38.72,Josephfurt,4.5
1501,Woods LLC,Distributed didactic hierarchy,https://dummyimage.com/485x674,Open,9.66,30.52,West Alyssaborough,3.9
1502,Kelley-Stewart,Triple-buffered bi-directional complexity,https://placekitten.com/165/919,Closed,9.8,56.89,Glennfurt,4.1
